Category,Cycle ID,Quantity,Basket ID
Carrot,332,1,1
Carrot,35,1,1
Carrot,32,4,1
Carrot,327,1,1
Carrot,334,1,1
Carrot,894,1,1
Carrot,27,1,1
Carrot,29,1,1
Carrot,897,1,1
Carrot,609,1,1
Carrot,31,1,1
Condiment crop,296,2,1
Condiment crop,297,2,1
Condiment crop,753,1,1
Condiment crop,763,1,1
Condiment crop,964,1,1
Condiment crop,1051,1,1
Condiment crop,173,1,1
Condiment crop,8,1,1
Condiment crop,584,1,1
Condiment crop,181,1,1
Condiment crop,176,2,1
Condiment crop,175,1,1
Condiment crop,496,1,1
Condiment crop,184,1,1
Condiment crop,493,1,1
Condiment crop,867,1,1
Condiment crop,185,2,1
Condiment crop,761,1,1
Condiment crop,301,2,1
Condiment crop,178,1,1
Condiment crop,863,1,1
Condiment crop,580,1,1
Condiment crop,759,1,1
Condiment crop,963,1,1
Condiment crop,179,1,1
Condiment crop,758,1,1
Condiment crop,491,1,1
Condiment crop,399,1,1
Condiment crop,962,1,1
Condiment crop,583,1,1
Condiment crop,7,1,1
Cooked green,978,1,1
Cooked green,354,1,1
Cooked green,638,1,1
Cooked green,320,1,1
Cooked green,68,1,1
Cooked green,653,1,1
Cooked green,319,1,1
Cooked green,631,3,1
Cooked green,917,1,1
Cooked green,977,1,1
Cooked green,369,1,1
Cooked green,639,1,1
Cooked green,15,1,1
Cooked green,324,1,1
Cooked green,16,1,1
Cooked green,872,2,1
Cooked green,119,1,1
Cooked green,419,1,1
Cooked green,107,1,1
Cooked green,43,1,1
Cooked green,373,1,1
Cooked green,984,1,1
Cooked green,936,1,1
Cooked green,306,1,1
Cooked green,1056,1,1
Cooked green,14,1,1
Cooked green,120,1,1
Cooked green,356,1,1
Cooked green,939,1,1
Cooked green,360,1,1
Cooked green,593,1,1
Cooked green,616,1,1
Cooked green,364,1,1
Fruit crop,391,4,1
Fruit crop,428,2,1
Fruit crop,426,1,1
Fruit crop,510,2,1
Fruit crop,455,1,1
Fruit crop,990,2,1
Fruit crop,1070,2,1
Fruit crop,782,1,1
Fruit crop,776,1,1
Fruit crop,394,4,1
Fruit crop,128,2,1
Fruit crop,659,4,1
Fruit crop,390,2,1
Fruit crop,129,2,1
Fruit crop,986,1,1
Fruit crop,77,5,1
Fruit crop,870,2,1
Fruit crop,211,2,1
Fruit crop,711,2,1
Fruit crop,666,4,1
Fruit crop,1064,1,1
Fruit crop,985,1,1
Fruit crop,662,2,1
Fruit crop,511,2,1
Fruit crop,389,1,1
Fruit crop,207,2,1
Fruit crop,11,2,1
Fruit crop,998,2,1
Fruit crop,712,2,1
Fruit crop,942,4,1
Fruit crop,992,2,1
Fruit crop,208,1,1
Fruit crop,991,3,1
Fruit crop,396,4,1
Fruit crop,121,1,1
Fruit crop,947,4,1
Fruit crop,135,2,1
Fruit crop,710,2,1
Fruit crop,788,2,1
Fruit crop,706,2,1
Fruit crop,958,5,1
Fruit crop,590,2,1
Fruit crop,85,4,1
Fruit crop,961,4,1
Fruit crop,789,2,1
Fruit crop,1066,1,1
Potato,519,1,1
Potato,525,1,1
Potato,1076,2,1
Potato,523,3,1
Potato,219,1,1
Potato,791,1,1
Potato,522,1,1
Raw green,437,1,1
Raw green,148,1,1
Raw green,722,1,1
Raw green,254,1,1
Raw green,441,1,1
Raw green,1022,1,1
Raw green,727,1,1
Raw green,833,1,1
Raw green,817,1,1
Raw green,451,1,1
Raw green,845,1,1
Raw green,558,1,1
Raw green,153,1,1
Raw green,831,1,1
Raw green,1031,1,1
Raw green,1113,1,1
Raw green,1114,1,1
Raw green,1110,1,1
Raw green,272,1,1
Raw green,913,1,1
Raw green,141,1,1
Raw green,151,1,1
Raw green,731,2,1
Raw green,473,1,1
Raw green,548,1,1
Raw green,847,1,1
Raw green,1105,1,1
Raw green,545,1,1
Raw green,267,1,1
Raw green,550,1,1
Raw green,466,1,1
Raw green,459,1,1
Raw green,1020,1,1
Raw green,1103,1,1
Raw green,159,1,1
Raw green,843,1,1
Raw green,140,1,1
Raw green,1109,1,1
Raw green,444,1,1
Raw green,826,1,1
Raw green,1023,1,1
Raw green,620,1,1
Raw green,249,1,1
Raw green,42,1,1
Raw green,468,1,1
Root crop,596,2,1
Root crop,241,1,1
Root crop,1093,1,1
Root crop,1094,1,1
Root crop,813,1,1
Root crop,239,1,1
Root crop,797,1,1
Root crop,343,1,1
Root crop,1036,1,1
Root crop,746,1,1
Root crop,796,1,1
Root crop,162,1,1
Root crop,243,1,1
Root crop,163,1,1
Root crop,527,1,1
Root crop,1079,1,1
Root crop,222,1,1
Root crop,480,1,1
Tomato,1118,2,1
Tomato,1129,3,1
Tomato,288,1,1
Tomato,291,1,1
Tomato,282,2,1
Tomato,861,3,1
Tomato,290,1,1
Tomato,1123,1,1
Tomato,579,1,1
Tomato,1127,1,1
Tomato,285,1,1
Tomato,573,1,1
Tomato,1124,1,1
Tomato,852,1,1
Carrot,332,2,2
Carrot,610,1,2
Carrot,607,3,2
Carrot,328,1,2
Carrot,613,1,2
Carrot,899,1,2
Carrot,329,1,2
Carrot,335,1,2
Carrot,35,1,2
Carrot,606,1,2
Carrot,896,1,2
Condiment crop,749,1,2
Condiment crop,301,1,2
Condiment crop,3,1,2
Condiment crop,1047,1,2
Condiment crop,962,1,2
Condiment crop,1048,1,2
Condiment crop,2,1,2
Condiment crop,4,2,2
Condiment crop,586,1,2
Condiment crop,293,1,2
Condiment crop,580,1,2
Condiment crop,183,1,2
Condiment crop,489,2,2
Condiment crop,5,2,2
Condiment crop,7,1,2
Condiment crop,174,1,2
Condiment crop,490,2,2
Condiment crop,188,1,2
Condiment crop,182,1,2
Condiment crop,175,2,2
Condiment crop,755,1,2
Condiment crop,668,1,2
Condiment crop,588,1,2
Condiment crop,763,1,2
Condiment crop,297,1,2
Condiment crop,761,1,2
Condiment crop,757,1,2
Condiment crop,750,1,2
Condiment crop,296,2,2
Condiment crop,753,1,2
Cooked green,918,1,2
Cooked green,308,2,2
Cooked green,115,1,2
Cooked green,322,1,2
Cooked green,767,1,2
Cooked green,15,1,2
Cooked green,905,1,2
Cooked green,107,1,2
Cooked green,649,1,2
Cooked green,103,1,2
Cooked green,352,1,2
Cooked green,74,1,2
Cooked green,923,1,2
Cooked green,692,1,2
Cooked green,45,1,2
Cooked green,876,1,2
Cooked green,927,1,2
Cooked green,673,1,2
Cooked green,106,1,2
Cooked green,770,1,2
Cooked green,622,1,2
Cooked green,684,1,2
Cooked green,500,1,2
Cooked green,372,1,2
Cooked green,66,1,2
Cooked green,969,1,2
Cooked green,604,1,2
Cooked green,644,1,2
Cooked green,98,1,2
Cooked green,421,1,2
Cooked green,67,1,2
Cooked green,112,1,2
Cooked green,615,1,2
Cooked green,371,1,2
Cooked green,319,1,2
Fruit crop,956,4,2
Fruit crop,77,4,2
Fruit crop,454,1,2
Fruit crop,1064,1,2
Fruit crop,199,1,2
Fruit crop,1065,1,2
Fruit crop,780,1,2
Fruit crop,661,1,2
Fruit crop,395,5,2
Fruit crop,201,1,2
Fruit crop,423,1,2
Fruit crop,992,2,2
Fruit crop,1015,1,2
Fruit crop,123,1,2
Fruit crop,789,2,2
Fruit crop,955,5,2
Fruit crop,200,2,2
Fruit crop,509,1,2
Fruit crop,989,2,2
Fruit crop,942,4,2
Fruit crop,778,1,2
Fruit crop,208,1,2
Fruit crop,206,1,2
Fruit crop,703,4,2
Fruit crop,122,1,2
Fruit crop,388,2,2
Fruit crop,961,4,2
Fruit crop,10,2,2
Fruit crop,78,4,2
Fruit crop,952,1,2
Fruit crop,453,1,2
Fruit crop,121,1,2
Fruit crop,943,4,2
Fruit crop,776,1,2
Fruit crop,382,4,2
Fruit crop,510,2,2
Fruit crop,1063,2,2
Fruit crop,429,2,2
Fruit crop,135,2,2
Fruit crop,782,1,2
Fruit crop,777,1,2
Fruit crop,130,2,2
Fruit crop,700,1,2
Fruit crop,1018,1,2
Fruit crop,392,4,2
Potato,217,1,2
Potato,218,1,2
Potato,522,2,2
Potato,219,2,2
Potato,521,1,2
Potato,525,1,2
Potato,517,1,2
Potato,791,1,2
Raw green,1113,1,2
Raw green,1102,1,2
Raw green,735,1,2
Raw green,1023,1,2
Raw green,41,1,2
Raw green,158,3,2
Raw green,548,1,2
Raw green,266,1,2
Raw green,262,1,2
Raw green,556,1,2
Raw green,466,1,2
Raw green,564,2,2
Raw green,562,1,2
Raw green,1100,1,2
Raw green,153,2,2
Raw green,270,1,2
Raw green,731,1,2
Raw green,259,1,2
Raw green,720,1,2
Raw green,445,1,2
Raw green,820,1,2
Raw green,145,2,2
Raw green,441,1,2
Raw green,848,1,2
Raw green,136,1,2
Raw green,552,2,2
Raw green,1027,1,2
Raw green,349,1,2
Raw green,545,1,2
Raw green,277,2,2
Raw green,850,1,2
Raw green,440,1,2
Raw green,827,1,2
Raw green,823,1,2
Raw green,247,1,2
Raw green,829,1,2
Raw green,444,1,2
Raw green,825,1,2
Raw green,449,1,2
Root crop,794,2,2
Root crop,19,1,2
Root crop,600,1,2
Root crop,311,1,2
Root crop,884,1,2
Root crop,166,2,2
Root crop,804,1,2
Root crop,229,1,2
Root crop,880,1,2
Root crop,22,1,2
Root crop,171,1,2
Root crop,477,1,2
Root crop,343,1,2
Root crop,245,1,2
Root crop,479,1,2
Root crop,1035,1,2
Root crop,243,1,2
Tomato,1122,1,2
Tomato,290,1,2
Tomato,569,2,2
Tomato,575,2,2
Tomato,573,1,2
Tomato,852,2,2
Tomato,1127,2,2
Tomato,861,1,2
Tomato,285,1,2
Tomato,577,1,2
Tomato,860,1,2
Tomato,1121,1,2
Tomato,283,1,2
Tomato,576,2,2
Tomato,1128,1,2
Carrot,329,1,3
Carrot,607,2,3
Carrot,331,2,3
Carrot,328,1,3
Carrot,613,1,3
Carrot,896,1,3
Carrot,35,1,3
Carrot,29,1,3
Carrot,32,1,3
Carrot,611,1,3
Carrot,606,1,3
Carrot,614,1,3
Condiment crop,488,1,3
Condiment crop,6,1,3
Condiment crop,185,1,3
Condiment crop,760,1,3
Condiment crop,487,1,3
Condiment crop,868,2,3
Condiment crop,2,1,3
Condiment crop,757,1,3
Condiment crop,301,1,3
Condiment crop,295,2,3
Condiment crop,179,1,3
Condiment crop,174,2,3
Condiment crop,751,1,3
Condiment crop,580,1,3
Condiment crop,864,1,3
Condiment crop,292,1,3
Condiment crop,753,5,3
Condiment crop,181,2,3
Condiment crop,862,1,3
Condiment crop,184,2,3
Condiment crop,1047,1,3
Condiment crop,581,1,3
Condiment crop,588,1,3
Condiment crop,293,1,3
Condiment crop,3,1,3
Condiment crop,865,1,3
Condiment crop,5,1,3
Cooked green,693,1,3
Cooked green,189,1,3
Cooked green,924,1,3
Cooked green,59,1,3
Cooked green,110,1,3
Cooked green,694,1,3
Cooked green,969,1,3
Cooked green,360,2,3
Cooked green,591,1,3
Cooked green,642,1,3
Cooked green,941,1,3
Cooked green,500,1,3
Cooked green,111,2,3
Cooked green,638,1,3
Cooked green,769,1,3
Cooked green,628,1,3
Cooked green,605,1,3
Cooked green,698,1,3
Cooked green,616,1,3
Cooked green,984,2,3
Cooked green,197,1,3
Cooked green,914,1,3
Cooked green,193,2,3
Cooked green,685,1,3
Cooked green,970,1,3
Cooked green,376,1,3
Cooked green,100,1,3
Cooked green,416,1,3
Cooked green,651,1,3
Cooked green,695,1,3
Cooked green,367,1,3
Cooked green,36,1,3
Fruit crop,425,1,3
Fruit crop,995,3,3
Fruit crop,126,2,3
Fruit crop,1069,3,3
Fruit crop,699,2,3
Fruit crop,510,2,3
Fruit crop,667,4,3
Fruit crop,789,2,3
Fruit crop,958,4,3
Fruit crop,990,2,3
Fruit crop,708,2,3
Fruit crop,589,2,3
Fruit crop,387,2,3
Fruit crop,945,4,3
Fruit crop,204,1,3
Fruit crop,302,2,3
Fruit crop,505,1,3
Fruit crop,78,5,3
Fruit crop,777,1,3
Fruit crop,701,2,3
Fruit crop,396,4,3
Fruit crop,132,2,3
Fruit crop,393,5,3
Fruit crop,985,1,3
Fruit crop,379,4,3
Fruit crop,1017,1,3
Fruit crop,783,3,3
Fruit crop,203,1,3
Fruit crop,83,2,3
Fruit crop,706,2,3
Fruit crop,454,1,3
Fruit crop,392,4,3
Fruit crop,125,1,3
Fruit crop,81,1,3
Fruit crop,206,1,3
Fruit crop,994,2,3
Fruit crop,781,1,3
Fruit crop,723,1,3
Fruit crop,700,1,3
Fruit crop,782,1,3
Fruit crop,205,1,3
Fruit crop,209,2,3
Fruit crop,943,4,3
Potato,515,1,3
Potato,1075,1,3
Potato,1077,1,3
Potato,793,1,3
Potato,516,2,3
Potato,217,1,3
Potato,216,1,3
Potato,519,1,3
Potato,514,1,3
Raw green,1031,2,3
Raw green,1113,1,3
Raw green,553,1,3
Raw green,1022,1,3
Raw green,470,1,3
Raw green,733,1,3
Raw green,1008,2,3
Raw green,620,1,3
Raw green,850,1,3
Raw green,158,2,3
Raw green,829,1,3
Raw green,721,1,3
Raw green,278,1,3
Raw green,835,1,3
Raw green,1009,3,3
Raw green,1095,1,3
Raw green,146,1,3
Raw green,277,1,3
Raw green,821,2,3
Raw green,156,1,3
Raw green,271,1,3
Raw green,144,1,3
Raw green,350,1,3
Raw green,724,1,3
Raw green,461,1,3
Raw green,250,1,3
Raw green,565,2,3
Raw green,1115,1,3
Raw green,261,1,3
Raw green,729,1,3
Raw green,817,1,3
Raw green,910,1,3
Raw green,822,1,3
Raw green,1109,1,3
Raw green,445,1,3
Raw green,1020,1,3
Raw green,556,1,3
Raw green,254,1,3
Raw green,148,1,3
Root crop,236,1,3
Root crop,169,1,3
Root crop,529,1,3
Root crop,1037,1,3
Root crop,530,1,3
Root crop,221,2,3
Root crop,539,1,3
Root crop,478,1,3
Root crop,20,1,3
Root crop,231,2,3
Root crop,344,1,3
Root crop,1084,1,3
Root crop,1089,1,3
Root crop,807,1,3
Root crop,229,1,3
Root crop,225,1,3
Root crop,1093,1,3
Tomato,573,1,3
Tomato,859,1,3
Tomato,286,2,3
Tomato,1121,3,3
Tomato,285,1,3
Tomato,287,1,3
Tomato,290,1,3
Tomato,281,1,3
Tomato,857,1,3
Tomato,574,1,3
Tomato,572,1,3
Tomato,855,1,3
Tomato,856,1,3
Tomato,288,2,3
Tomato,283,1,3
Tomato,1118,1,3
Carrot,895,2,4
Carrot,329,2,4
Carrot,893,1,4
Carrot,328,1,4
Carrot,898,1,4
Carrot,613,1,4
Carrot,1133,1,4
Carrot,610,2,4
Carrot,34,1,4
Carrot,896,1,4
Carrot,899,1,4
Condiment crop,585,1,4
Condiment crop,8,2,4
Condiment crop,6,1,4
Condiment crop,9,2,4
Condiment crop,180,1,4
Condiment crop,488,1,4
Condiment crop,296,2,4
Condiment crop,963,1,4
Condiment crop,668,1,4
Condiment crop,752,1,4
Condiment crop,179,1,4
Condiment crop,295,2,4
Condiment crop,292,1,4
Condiment crop,489,1,4
Condiment crop,301,1,4
Condiment crop,188,1,4
Condiment crop,181,1,4
Condiment crop,1049,1,4
Condiment crop,175,2,4
Condiment crop,750,1,4
Condiment crop,400,1,4
Condiment crop,1053,1,4
Condiment crop,492,1,4
Condiment crop,491,1,4
Condiment crop,7,1,4
Condiment crop,1048,1,4
Condiment crop,754,1,4
Condiment crop,177,1,4
Condiment crop,173,1,4
Condiment crop,753,1,4
Condiment crop,299,1,4
Cooked green,366,1,4
Cooked green,886,1,4
Cooked green,983,1,4
Cooked green,56,1,4
Cooked green,623,1,4
Cooked green,62,1,4
Cooked green,196,1,4
Cooked green,107,1,4
Cooked green,628,1,4
Cooked green,359,2,4
Cooked green,368,1,4
Cooked green,1058,1,4
Cooked green,922,1,4
Cooked green,111,1,4
Cooked green,197,1,4
Cooked green,766,1,4
Cooked green,980,1,4
Cooked green,655,1,4
Cooked green,70,1,4
Cooked green,364,1,4
Cooked green,934,1,4
Cooked green,74,1,4
Cooked green,772,1,4
Cooked green,113,1,4
Cooked green,675,2,4
Cooked green,372,1,4
Cooked green,941,1,4
Cooked green,54,1,4
Cooked green,694,1,4
Cooked green,115,1,4
Cooked green,370,1,4
Cooked green,773,1,4
Cooked green,633,1,4
Cooked green,198,1,4
Fruit crop,382,4,4
Fruit crop,426,1,4
Fruit crop,506,2,4
Fruit crop,783,2,4
Fruit crop,131,2,4
Fruit crop,457,1,4
Fruit crop,397,4,4
Fruit crop,997,2,4
Fruit crop,1063,1,4
Fruit crop,453,1,4
Fruit crop,77,4,4
Fruit crop,128,2,4
Fruit crop,992,3,4
Fruit crop,203,2,4
Fruit crop,987,1,4
Fruit crop,388,1,4
Fruit crop,991,2,4
Fruit crop,789,2,4
Fruit crop,712,2,4
Fruit crop,83,1,4
Fruit crop,699,2,4
Fruit crop,432,2,4
Fruit crop,213,3,4
Fruit crop,87,4,4
Fruit crop,82,1,4
Fruit crop,1017,2,4
Fruit crop,85,4,4
Fruit crop,988,2,4
Fruit crop,456,1,4
Fruit crop,122,1,4
Fruit crop,206,1,4
Fruit crop,509,1,4
Fruit crop,208,1,4
Fruit crop,202,1,4
Fruit crop,1016,1,4
Fruit crop,1014,1,4
Fruit crop,11,2,4
Fruit crop,705,2,4
Fruit crop,1065,1,4
Fruit crop,380,4,4
Fruit crop,391,4,4
Fruit crop,703,2,4
Fruit crop,1068,2,4
Fruit crop,958,4,4
Fruit crop,667,4,4
Potato,1130,1,4
Potato,792,1,4
Potato,218,1,4
Potato,1076,1,4
Potato,216,2,4
Potato,522,1,4
Potato,1078,1,4
Potato,523,1,4
Potato,525,1,4
Raw green,463,1,4
Raw green,822,2,4
Raw green,553,1,4
Raw green,713,1,4
Raw green,1008,2,4
Raw green,558,1,4
Raw green,471,1,4
Raw green,404,2,4
Raw green,730,1,4
Raw green,722,1,4
Raw green,1002,1,4
Raw green,445,1,4
Raw green,1000,1,4
Raw green,1021,1,4
Raw green,1009,2,4
Raw green,1023,1,4
Raw green,556,1,4
Raw green,462,1,4
Raw green,621,1,4
Raw green,565,1,4
Raw green,1006,1,4
Raw green,248,1,4
Raw green,273,1,4
Raw green,142,1,4
Raw green,139,1,4
Raw green,464,1,4
Raw green,567,1,4
Raw green,439,1,4
Raw green,255,1,4
Raw green,266,1,4
Raw green,549,1,4
Raw green,279,1,4
Raw green,347,1,4
Raw green,277,1,4
Raw green,848,1,4
Raw green,1028,1,4
Raw green,833,1,4
Raw green,827,1,4
Raw green,264,1,4
Raw green,1101,1,4
Raw green,267,1,4
Raw green,1026,1,4
Root crop,235,1,4
Root crop,172,1,4
Root crop,222,2,4
Root crop,24,1,4
Root crop,230,1,4
Root crop,311,1,4
Root crop,884,1,4
Root crop,171,1,4
Root crop,244,1,4
Root crop,809,1,4
Root crop,223,1,4
Root crop,1090,1,4
Root crop,1041,1,4
Root crop,538,1,4
Root crop,314,1,4
Root crop,1087,1,4
Root crop,529,1,4
Root crop,744,1,4
Tomato,1124,1,4
Tomato,852,1,4
Tomato,579,2,4
Tomato,1119,1,4
Tomato,572,1,4
Tomato,287,1,4
Tomato,568,2,4
Tomato,1128,1,4
Tomato,571,2,4
Tomato,285,1,4
Tomato,283,1,4
Tomato,1121,1,4
Tomato,1118,1,4
Tomato,1129,1,4
Tomato,284,1,4
Tomato,853,1,4
Tomato,1127,1,4
Carrot,339,1,5
Carrot,327,1,5
Carrot,326,2,5
Carrot,337,1,5
Carrot,894,1,5
Carrot,614,1,5
Carrot,332,1,5
Carrot,607,1,5
Carrot,335,1,5
Carrot,1132,1,5
Carrot,612,1,5
Carrot,31,1,5
Carrot,33,1,5
Condiment crop,297,1,5
Condiment crop,9,1,5
Condiment crop,177,1,5
Condiment crop,298,2,5
Condiment crop,763,1,5
Condiment crop,866,1,5
Condiment crop,294,1,5
Condiment crop,8,1,5
Condiment crop,179,1,5
Condiment crop,6,3,5
Condiment crop,182,1,5
Condiment crop,185,2,5
Condiment crop,7,2,5
Condiment crop,295,1,5
Condiment crop,184,1,5
Condiment crop,1048,1,5
Condiment crop,492,1,5
Condiment crop,583,2,5
Condiment crop,1053,1,5
Condiment crop,669,1,5
Condiment crop,3,1,5
Condiment crop,1,1,5
Condiment crop,754,1,5
Condiment crop,496,2,5
Condiment crop,489,1,5
Condiment crop,299,1,5
Condiment crop,756,1,5
Condiment crop,755,1,5
Condiment crop,5,1,5
Cooked green,693,1,5
Cooked green,44,1,5
Cooked green,414,1,5
Cooked green,193,1,5
Cooked green,410,1,5
Cooked green,45,1,5
Cooked green,51,1,5
Cooked green,938,2,5
Cooked green,940,1,5
Cooked green,917,1,5
Cooked green,887,1,5
Cooked green,977,1,5
Cooked green,605,1,5
Cooked green,198,1,5
Cooked green,684,1,5
Cooked green,633,2,5
Cooked green,70,1,5
Cooked green,914,1,5
Cooked green,96,1,5
Cooked green,695,1,5
Cooked green,931,1,5
Cooked green,591,1,5
Cooked green,25,1,5
Cooked green,306,1,5
Cooked green,422,2,5
Cooked green,375,1,5
Cooked green,983,1,5
Cooked green,874,2,5
Cooked green,69,1,5
Cooked green,319,1,5
Cooked green,916,1,5
Cooked green,625,1,5
Fruit crop,998,2,5
Fruit crop,777,1,5
Fruit crop,957,4,5
Fruit crop,667,4,5
Fruit crop,703,2,5
Fruit crop,699,1,5
Fruit crop,1063,1,5
Fruit crop,391,4,5
Fruit crop,202,1,5
Fruit crop,434,2,5
Fruit crop,457,1,5
Fruit crop,127,2,5
Fruit crop,707,2,5
Fruit crop,657,4,5
Fruit crop,942,4,5
Fruit crop,398,4,5
Fruit crop,711,3,5
Fruit crop,949,4,5
Fruit crop,455,1,5
Fruit crop,788,2,5
Fruit crop,124,2,5
Fruit crop,121,1,5
Fruit crop,991,2,5
Fruit crop,81,1,5
Fruit crop,213,2,5
Fruit crop,210,2,5
Fruit crop,706,2,5
Fruit crop,386,4,5
Fruit crop,959,4,5
Fruit crop,780,1,5
Fruit crop,992,2,5
Fruit crop,947,4,5
Fruit crop,212,2,5
Fruit crop,989,2,5
Fruit crop,11,2,5
Fruit crop,205,2,5
Fruit crop,80,4,5
Fruit crop,723,1,5
Fruit crop,505,1,5
Fruit crop,200,1,5
Fruit crop,996,2,5
Fruit crop,1066,1,5
Fruit crop,1064,1,5
Fruit crop,123,1,5
Fruit crop,429,3,5
Fruit crop,436,2,5
Fruit crop,513,2,5
Fruit crop,206,1,5
Potato,1078,1,5
Potato,793,2,5
Potato,525,1,5
Potato,1075,1,5
Potato,1130,1,5
Potato,520,1,5
Potato,524,1,5
Potato,523,1,5
Potato,218,1,5
Raw green,258,1,5
Raw green,554,1,5
Raw green,249,1,5
Raw green,1100,1,5
Raw green,472,1,5
Raw green,564,1,5
Raw green,845,1,5
Raw green,470,2,5
Raw green,819,1,5
Raw green,458,1,5
Raw green,835,1,5
Raw green,440,1,5
Raw green,451,1,5
Raw green,726,1,5
Raw green,438,1,5
Raw green,821,1,5
Raw green,820,1,5
Raw green,1096,1,5
Raw green,1028,2,5
Raw green,280,1,5
Raw green,1024,1,5
Raw green,556,2,5
Raw green,1113,1,5
Raw green,1095,1,5
Raw green,848,1,5
Raw green,842,1,5
Raw green,1009,1,5
Raw green,155,1,5
Raw green,841,1,5
Raw green,139,1,5
Raw green,264,1,5
Raw green,546,1,5
Raw green,160,1,5
Raw green,154,1,5
Raw green,847,1,5
Raw green,446,1,5
Raw green,1109,1,5
Raw green,150,1,5
Raw green,557,2,5
Raw green,1008,1,5
Raw green,829,1,5
Raw green,452,1,5
Root crop,808,1,5
Root crop,240,1,5
Root crop,22,1,5
Root crop,885,1,5
Root crop,1040,2,5
Root crop,796,1,5
Root crop,798,1,5
Root crop,229,1,5
Root crop,239,1,5
Root crop,533,1,5
Root crop,171,1,5
Root crop,1087,1,5
Root crop,744,1,5
Root crop,599,1,5
Root crop,481,1,5
Root crop,810,1,5
Root crop,38,1,5
Root crop,1037,1,5
Tomato,569,1,5
Tomato,289,1,5
Tomato,857,2,5
Tomato,571,2,5
Tomato,287,2,5
Tomato,1123,1,5
Tomato,283,1,5
Tomato,1121,1,5
Tomato,859,1,5
Tomato,851,1,5
Tomato,570,1,5
Tomato,1119,1,5
Tomato,579,1,5
Tomato,1128,1,5
Tomato,291,1,5
Tomato,854,1,5
Tomato,281,1,5
Carrot,332,2,6
Carrot,894,1,6
Carrot,337,2,6
Carrot,893,2,6
Carrot,606,1,6
Carrot,339,1,6
Carrot,895,1,6
Carrot,614,1,6
Carrot,34,1,6
Carrot,333,1,6
Carrot,607,1,6
Condiment crop,588,1,6
Condiment crop,1048,2,6
Condiment crop,399,1,6
Condiment crop,89,1,6
